DR_NO;Date Rptd;AREA NAME;Crm Cd Desc
200106753;02/09/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
230110144;04/04/2023 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
220119956;09/06/2022 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
220104934;01/17/2022 12:00:00 AM;Central    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
230118041;08/16/2023 12:00:00 AM;Central    ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
230109090;03/10/2023 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
220120619;09/16/2022 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
230113770;06/06/2023 12:00:00 AM;Central    ;EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)              
220116036;06/17/2022 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
230110332;11/26/2020 12:00:00 AM;Central    ;SEXUAL PENETRATION W/FOREIGN OBJECT                     
220110779;04/21/2022 12:00:00 AM;Central    ;BUNCO, GRAND THEFT                                      
220106694;02/16/2022 12:00:00 AM;Central    ;EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)              
230126260;12/11/2023 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
230110262;04/09/2023 12:00:00 AM;Central    ;RAPE, FORCIBLE                                          
230114808;06/25/2023 12:00:00 AM;Central    ;PICKPOCKET                                              
230119627;09/11/2023 12:00:00 AM;Central    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
220114107;06/13/2022 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
200114396;07/06/2020 12:00:00 AM;Central    ;VEHICLE - STOLEN                                        
220110351;04/14/2022 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
210107732;03/20/2021 12:00:00 AM;Central    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
220106363;02/10/2022 12:00:00 AM;Central    ;RAPE, FORCIBLE                                          
230108364;03/08/2023 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
210117309;09/22/2021 12:00:00 AM;Central    ;SEX OFFENDER REGISTRANT OUT OF COMPLIANCE               
220126052;12/08/2022 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
220117108;07/29/2022 12:00:00 AM;Central    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
220110263;04/13/2022 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
200112598;06/01/2020 12:00:00 AM;Central    ;BURGLARY                                                
220107460;02/24/2022 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
230116672;07/17/2023 12:00:00 AM;Central    ;RAPE, FORCIBLE                                          
220111774;05/06/2022 12:00:00 AM;Central    ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
220106106;02/06/2022 12:00:00 AM;Central    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
230117531;08/07/2023 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
220105454;01/25/2022 12:00:00 AM;Central    ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
220109442;04/01/2022 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
230106509;02/07/2023 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
230114590;06/20/2023 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
220108255;03/14/2022 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
220106667;02/15/2022 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
220111693;02/09/2022 12:00:00 AM;Central    ;SEX OFFENDER REGISTRANT OUT OF COMPLIANCE               
220116792;07/22/2022 12:00:00 AM;Central    ;SEX OFFENDER REGISTRANT OUT OF COMPLIANCE               
230109313;03/25/2023 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
220107648;03/03/2022 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
240104307;10/27/2023 12:00:00 AM;Central    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
220107986;03/09/2022 12:00:00 AM;Central    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
220114809;06/23/2022 12:00:00 AM;Central    ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
230115740;07/03/2023 12:00:00 AM;Central    ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
220124216;11/07/2022 12:00:00 AM;Central    ;OTHER MISCELLANEOUS CRIME                               
220113458;06/02/2022 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
230126798;12/19/2023 12:00:00 AM;Central    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
220110577;04/18/2022 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
220111272;04/27/2022 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
230107886;03/01/2023 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
240105023;01/16/2024 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
230111452;04/28/2023 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
220104247;01/04/2022 12:00:00 AM;Central    ;BATTERY WITH SEXUAL CONTACT                             
220105279;01/21/2022 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
220113408;06/01/2022 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
230104839;01/08/2023 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
220117635;08/05/2022 12:00:00 AM;Central    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
230110331;11/26/2020 12:00:00 AM;Central    ;SEXUAL PENETRATION W/FOREIGN OBJECT                     
230107816;01/17/2023 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
230113343;05/30/2023 12:00:00 AM;Central    ;RAPE, FORCIBLE                                          
220118158;08/13/2022 12:00:00 AM;Central    ;VEHICLE - ATTEMPT STOLEN                                
220113105;05/25/2022 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
220114712;06/22/2022 12:00:00 AM;Central    ;DOCUMENT FORGERY / STOLEN FELONY                        
230104553;01/09/2023 12:00:00 AM;Central    ;DOCUMENT FORGERY / STOLEN FELONY                        
230105989;01/31/2023 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
220117321;07/28/2022 12:00:00 AM;Central    ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
220111573;05/03/2022 12:00:00 AM;Central    ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
220106663;02/15/2022 12:00:00 AM;Central    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
220105579;01/28/2022 12:00:00 AM;Central    ;SEX OFFENDER REGISTRANT OUT OF COMPLIANCE               
230105662;12/29/2022 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
230113065;05/26/2023 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
230121740;10/13/2023 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
230112339;05/14/2023 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
220121000;09/21/2022 12:00:00 AM;Central    ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
210104154;01/04/2021 12:00:00 AM;Central    ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
230106079;02/01/2023 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
230123464;11/06/2023 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
200111627;05/12/2020 12:00:00 AM;Central    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200109800;03/29/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200105246;01/18/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200105289;01/19/2020 12:00:00 AM;Central    ;VEHICLE - STOLEN                                        
200119908;10/24/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200117110;08/28/2020 12:00:00 AM;Central    ;RAPE, FORCIBLE                                          
200119934;10/24/2020 12:00:00 AM;Central    ;THEFT OF IDENTITY                                       
200119680;10/19/2020 12:00:00 AM;Central    ;VEHICLE - STOLEN                                        
200106948;02/11/2020 12:00:00 AM;Central    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200118692;09/30/2020 12:00:00 AM;Central    ;ROBBERY                                                 
200122014;12/06/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200111454;05/07/2020 12:00:00 AM;Central    ;VEHICLE - STOLEN                                        
200122119;12/08/2020 12:00:00 AM;Central    ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
