DR_NO;Date Rptd;AREA NAME;Crm Cd Desc
220614831;08/18/2022 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
230617817;11/14/2023 12:00:00 AM;Hollywood  ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
240604173;01/05/2024 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
220604399;01/10/2022 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
230606306;02/24/2023 12:00:00 AM;Hollywood  ;UNAUTHORIZED COMPUTER ACCESS                            
220610269;05/13/2022 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
230605916;02/09/2023 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
220619758;12/05/2022 12:00:00 AM;Hollywood  ;INTIMATE PARTNER - SIMPLE ASSAULT                       
240604147;01/05/2024 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
220606971;03/05/2022 12:00:00 AM;Hollywood  ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
220608736;04/12/2022 12:00:00 AM;Hollywood  ;DOCUMENT FORGERY / STOLEN FELONY                        
220604806;01/19/2022 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
220605785;02/08/2022 12:00:00 AM;Hollywood  ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
220605303;01/30/2022 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
230604435;01/11/2023 12:00:00 AM;Hollywood  ;BURGLARY                                                
220611171;05/31/2022 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
220620646;12/27/2022 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
230609606;05/09/2023 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
220614618;08/13/2022 12:00:00 AM;Hollywood  ;BURGLARY FROM VEHICLE                                   
220609836;05/03/2022 12:00:00 AM;Hollywood  ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
230613179;07/25/2023 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
220611494;06/08/2022 12:00:00 AM;Hollywood  ;BATTERY - SIMPLE ASSAULT                                
230612691;07/18/2023 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
220619815;12/01/2022 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
230618170;11/20/2023 12:00:00 AM;Hollywood  ;OTHER MISCELLANEOUS CRIME                               
230618916;12/13/2023 12:00:00 AM;Hollywood  ;BUNCO, GRAND THEFT                                      
230604935;01/13/2023 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
210608827;04/23/2021 12:00:00 AM;Hollywood  ;BURGLARY                                                
230612659;07/08/2023 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
230604864;01/23/2023 12:00:00 AM;Hollywood  ;RAPE, FORCIBLE                                          
230604663;01/17/2023 12:00:00 AM;Hollywood  ;BATTERY WITH SEXUAL CONTACT                             
220615948;09/13/2022 12:00:00 AM;Hollywood  ;VIOLATION OF COURT ORDER                                
220610693;05/23/2022 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
230610642;06/02/2023 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
220617754;10/16/2022 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
220613819;07/27/2022 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
220613587;07/23/2022 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
230618649;12/06/2023 12:00:00 AM;Hollywood  ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
220604150;01/04/2022 12:00:00 AM;Hollywood  ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
220613117;07/12/2022 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
230606590;02/20/2023 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
220612379;06/23/2022 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
210605032;01/25/2021 12:00:00 AM;Hollywood  ;THEFT PLAIN - PETTY ($950 & UNDER)                      
230606956;03/06/2023 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
220616628;09/19/2022 12:00:00 AM;Hollywood  ;DOCUMENT FORGERY / STOLEN FELONY                        
230608066;04/05/2023 12:00:00 AM;Hollywood  ;RAPE, FORCIBLE                                          
220605196;01/26/2022 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
210605155;12/26/2020 12:00:00 AM;Hollywood  ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
210604151;01/05/2021 12:00:00 AM;Hollywood  ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
220609056;04/15/2022 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
220605828;02/10/2022 12:00:00 AM;Hollywood  ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
230617970;11/17/2023 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
230610569;06/01/2023 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
230609918;05/18/2023 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
230607322;03/17/2023 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
220619712;11/30/2022 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
200606074;02/12/2020 12:00:00 AM;Hollywood  ;PIMPING                                                 
220611751;06/14/2022 12:00:00 AM;Hollywood  ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
230615097;09/06/2023 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
220609941;05/04/2022 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
220604228;01/06/2022 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
210615470;09/05/2021 12:00:00 AM;Hollywood  ;RAPE, FORCIBLE                                          
220608243;04/03/2022 12:00:00 AM;Hollywood  ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
230610397;05/28/2023 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
220614840;08/19/2022 12:00:00 AM;Hollywood  ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
230606007;02/16/2023 12:00:00 AM;Hollywood  ;BUNCO, GRAND THEFT                                      
220610127;05/09/2022 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
220617737;10/15/2022 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
220615648;09/06/2022 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
230606355;02/18/2023 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
230613387;08/03/2023 12:00:00 AM;Hollywood  ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
220606494;02/18/2022 12:00:00 AM;Hollywood  ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
220617700;10/19/2022 12:00:00 AM;Hollywood  ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
220611873;06/15/2022 12:00:00 AM;Hollywood  ;CHILD NEGLECT (SEE 300 W.I.C.)                          
220613942;07/30/2022 12:00:00 AM;Hollywood  ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
230605029;01/27/2023 12:00:00 AM;Hollywood  ;HUMAN TRAFFICKING - COMMERCIAL SEX ACTS                 
220611135;03/25/2022 12:00:00 AM;Hollywood  ;BATTERY WITH SEXUAL CONTACT                             
230617346;11/02/2023 12:00:00 AM;Hollywood  ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200609101;04/15/2020 12:00:00 AM;Hollywood  ;VEHICLE - STOLEN                                        
200610130;05/11/2020 12:00:00 AM;Hollywood  ;ROBBERY                                                 
200615995;09/28/2020 12:00:00 AM;Hollywood  ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200618244;11/20/2020 12:00:00 AM;Hollywood  ;VEHICLE - STOLEN                                        
200616504;10/10/2020 12:00:00 AM;Hollywood  ;ROBBERY                                                 
200609150;04/16/2020 12:00:00 AM;Hollywood  ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200613614;08/06/2020 12:00:00 AM;Hollywood  ;BATTERY - SIMPLE ASSAULT                                
200607168;02/29/2020 12:00:00 AM;Hollywood  ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
200614026;08/16/2020 12:00:00 AM;Hollywood  ;BURGLARY                                                
200608531;03/30/2020 12:00:00 AM;Hollywood  ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
200605994;02/11/2020 12:00:00 AM;Hollywood  ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200617010;10/22/2020 12:00:00 AM;Hollywood  ;EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)              
200617231;10/26/2020 12:00:00 AM;Hollywood  ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
200619489;12/21/2020 12:00:00 AM;Hollywood  ;BRANDISH WEAPON                                         
200614630;08/28/2020 12:00:00 AM;Hollywood  ;TRESPASSING                                             
200604700;01/16/2020 12:00:00 AM;Hollywood  ;BURGLARY FROM VEHICLE                                   
200613265;07/30/2020 12:00:00 AM;Hollywood  ;VEHICLE - STOLEN                                        
200608743;04/05/2020 12:00:00 AM;Hollywood  ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200618728;12/01/2020 12:00:00 AM;Hollywood  ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200615196;09/07/2020 12:00:00 AM;Hollywood  ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200604861;01/20/2020 12:00:00 AM;Hollywood  ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200605740;02/06/2020 12:00:00 AM;Hollywood  ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200614595;08/24/2020 12:00:00 AM;Hollywood  ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200615043;09/06/2020 12:00:00 AM;Hollywood  ;BURGLARY FROM VEHICLE                                   
200616644;10/13/2020 12:00:00 AM;Hollywood  ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200618580;11/28/2020 12:00:00 AM;Hollywood  ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
200616417;10/08/2020 12:00:00 AM;Hollywood  ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200605329;01/29/2020 12:00:00 AM;Hollywood  ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200610699;05/27/2020 12:00:00 AM;Hollywood  ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200611438;06/15/2020 12:00:00 AM;Hollywood  ;BOMB SCARE                                              
200605686;02/05/2020 12:00:00 AM;Hollywood  ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200605833;02/07/2020 12:00:00 AM;Hollywood  ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
200606007;02/11/2020 12:00:00 AM;Hollywood  ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200608399;03/28/2020 12:00:00 AM;Hollywood  ;BURGLARY FROM VEHICLE                                   
200610306;05/17/2020 12:00:00 AM;Hollywood  ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200618301;11/21/2020 12:00:00 AM;Hollywood  ;VEHICLE - STOLEN                                        
200617539;11/03/2020 12:00:00 AM;Hollywood  ;BATTERY - SIMPLE ASSAULT                                
200616654;10/13/2020 12:00:00 AM;Hollywood  ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200618540;11/27/2020 12:00:00 AM;Hollywood  ;VEHICLE - STOLEN                                        
200617078;10/22/2020 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
210614897;08/25/2021 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
200611658;06/22/2020 12:00:00 AM;Hollywood  ;BRANDISH WEAPON                                         
200609594;04/22/2020 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
200614366;08/23/2020 12:00:00 AM;Hollywood  ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200617967;11/13/2020 12:00:00 AM;Hollywood  ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200614849;09/02/2020 12:00:00 AM;Hollywood  ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200613294;07/31/2020 12:00:00 AM;Hollywood  ;BRANDISH WEAPON                                         
200616545;10/09/2020 12:00:00 AM;Hollywood  ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200618640;11/30/2020 12:00:00 AM;Hollywood  ;ROBBERY                                                 
200616577;10/12/2020 12:00:00 AM;Hollywood  ;DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER    
200606525;02/19/2020 12:00:00 AM;Hollywood  ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200605905;02/10/2020 12:00:00 AM;Hollywood  ;VEHICLE - STOLEN                                        
200612288;07/07/2020 12:00:00 AM;Hollywood  ;VEHICLE - STOLEN                                        
200611886;06/27/2020 12:00:00 AM;Hollywood  ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200609358;04/22/2020 12:00:00 AM;Hollywood  ;BURGLARY, ATTEMPTED                                     
200608099;03/19/2020 12:00:00 AM;Hollywood  ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200610376;05/14/2020 12:00:00 AM;Hollywood  ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200611456;06/16/2020 12:00:00 AM;Hollywood  ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200608304;03/24/2020 12:00:00 AM;Hollywood  ;BATTERY - SIMPLE ASSAULT                                
200614702;08/30/2020 12:00:00 AM;Hollywood  ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200608036;03/17/2020 12:00:00 AM;Hollywood  ;ATTEMPTED ROBBERY                                       
200613058;07/25/2020 12:00:00 AM;Hollywood  ;VEHICLE - STOLEN                                        
200619000;12/08/2020 12:00:00 AM;Hollywood  ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200607338;03/04/2020 12:00:00 AM;Hollywood  ;UNAUTHORIZED COMPUTER ACCESS                            
200619576;12/22/2020 12:00:00 AM;Hollywood  ;ROBBERY                                                 
200609026;04/13/2020 12:00:00 AM;Hollywood  ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200617466;11/01/2020 12:00:00 AM;Hollywood  ;BURGLARY FROM VEHICLE                                   
200604022;01/01/2020 12:00:00 AM;Hollywood  ;THEFT, PERSON                                           
200615861;09/25/2020 12:00:00 AM;Hollywood  ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200608336;03/25/2020 12:00:00 AM;Hollywood  ;BATTERY - SIMPLE ASSAULT                                
200605491;02/01/2020 12:00:00 AM;Hollywood  ;BURGLARY FROM VEHICLE                                   
200615818;09/24/2020 12:00:00 AM;Hollywood  ;VEHICLE - STOLEN                                        
200610004;04/26/2020 12:00:00 AM;Hollywood  ;BURGLARY FROM VEHICLE                                   
210605125;01/29/2021 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       
200609109;04/15/2020 12:00:00 AM;Hollywood  ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
200607457;03/06/2020 12:00:00 AM;Hollywood  ;BIKE - STOLEN                                           
200615303;09/12/2020 12:00:00 AM;Hollywood  ;BIKE - STOLEN                                           
200616407;10/07/2020 12:00:00 AM;Hollywood  ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200612537;07/13/2020 12:00:00 AM;Hollywood  ;BURGLARY FROM VEHICLE                                   
200616009;09/28/2020 12:00:00 AM;Hollywood  ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200614091;08/17/2020 12:00:00 AM;Hollywood  ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200618475;11/25/2020 12:00:00 AM;Hollywood  ;BURGLARY FROM VEHICLE                                   
200611832;06/24/2020 12:00:00 AM;Hollywood  ;BURGLARY                                                
200614196;08/20/2020 12:00:00 AM;Hollywood  ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200607108;02/28/2020 12:00:00 AM;Hollywood  ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200618038;11/15/2020 12:00:00 AM;Hollywood  ;BURGLARY                                                
200607298;03/03/2020 12:00:00 AM;Hollywood  ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200613330;07/24/2020 12:00:00 AM;Hollywood  ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200607526;03/08/2020 12:00:00 AM;Hollywood  ;BURGLARY FROM VEHICLE                                   
200614568;08/27/2020 12:00:00 AM;Hollywood  ;BURGLARY                                                
200611617;06/21/2020 12:00:00 AM;Hollywood  ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200616082;09/30/2020 12:00:00 AM;Hollywood  ;BUNCO, PETTY THEFT                                      
200607746;03/11/2020 12:00:00 AM;Hollywood  ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200618506;11/24/2020 12:00:00 AM;Hollywood  ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200604631;01/14/2020 12:00:00 AM;Hollywood  ;ROBBERY                                                 
210613848;08/05/2021 12:00:00 AM;Hollywood  ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200609022;04/13/2020 12:00:00 AM;Hollywood  ;BATTERY - SIMPLE ASSAULT                                
200619238;12/14/2020 12:00:00 AM;Hollywood  ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200605883;02/07/2020 12:00:00 AM;Hollywood  ;DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER    
200609268;04/20/2020 12:00:00 AM;Hollywood  ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
200612184;07/03/2020 12:00:00 AM;Hollywood  ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200615161;09/09/2020 12:00:00 AM;Hollywood  ;OTHER MISCELLANEOUS CRIME                               
200610874;06/02/2020 12:00:00 AM;Hollywood  ;ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER            
200611732;06/23/2020 12:00:00 AM;Hollywood  ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200617482;11/01/2020 12:00:00 AM;Hollywood  ;BURGLARY FROM VEHICLE                                   
200609201;04/16/2020 12:00:00 AM;Hollywood  ;OTHER MISCELLANEOUS CRIME                               
200614069;08/17/2020 12:00:00 AM;Hollywood  ;BURGLARY FROM VEHICLE                                   
200608658;04/03/2020 12:00:00 AM;Hollywood  ;BUNCO, GRAND THEFT                                      
200605280;01/28/2020 12:00:00 AM;Hollywood  ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
